10,209,230,203,242,160,182
20,208,231,204,240,160,180
36,208,230,203,241,160,182
66,208,230,204,241,160,182
95,209,230,203,241,160,181
123,208,230,204,241,161,181
154,209,230,203,241,160,179
184,208,230,203,241,160,181
215,208,230,204,240,161,180
244,209,229,204,241,159,179
275,208,229,204,240,160,179
305,210,229,204,241,160,181
335,209,230,204,241,160,183
365,210,230,204,241,161,185
396,210,230,204,241,160,190
425,211,230,203,242,162,196
455,211,230,204,242,160,199
486,214,230,202,242,160,203
516,217,230,202,241,161,204
546,218,231,203,241,162,206
576,219,231,202,241,162,206
607,220,231,202,241,162,206
636,221,231,201,242,161,208
667,222,231,201,240,161,208
697,223,232,202,241,162,208
727,224,231,203,241,163,207
757,226,231,201,239,163,207
787,228,231,201,239,163,208
818,230,231,199,240,164,208
847,232,231,198,238,164,209
878,235,230,197,238,163,210
908,236,231,197,238,163,210
939,237,232,195,238,162,211
968,238,232,192,238,163,211
999,238,232,191,237,164,212
1029,239,232,190,237,165,214
1059,239,232,189,237,165,214
1091,240,231,187,236,166,216
1122,241,226,186,236,165,217
1154,242,218,183,237,164,218
1184,243,207,183,235,166,220
1216,244,200,179,235,164,221
1247,244,198,177,235,166,221
1278,244,195,177,235,163,221
1309,244,195,176,235,163,219
1341,244,194,174,234,163,215
1372,245,193,171,233,163,208
1403,245,194,158,232,162,200
1434,244,197,143,230,162,192
1466,244,200,131,228,158,180
1497,228,202,131,225,155,164
1528,198,196,132,223,153,151
1559,167,186,132,219,150,139
1590,145,180,128,218,147,127
1622,135,178,128,218,148,121
1652,129,179,127,220,151,119
1684,124,180,127,221,151,120
1715,121,180,139,220,149,118
1746,120,180,155,221,144,121
1777,118,180,168,220,142,122
1809,119,181,171,218,140,122
1840,120,181,163,215,135,124
1871,118,182,153,211,133,126
1902,120,182,151,207,133,125
1934,121,182,148,206,131,127
1965,121,183,149,205,133,126
1996,122,181,148,204,133,127
2027,121,182,147,205,133,128
2058,123,182,147,204,134,127
2089,124,182,147,204,134,129
2120,125,182,147,204,134,129
2152,125,183,148,203,135,128
2183,126,182,149,204,136,130
2214,127,183,147,203,137,131
2245,128,183,149,203,138,131
2277,129,183,149,203,137,132
2308,129,183,147,204,137,133
2339,128,183,148,203,137,133
2370,130,182,148,203,137,133
2402,129,184,148,204,136,132
2433,129,183,149,202,136,131
2464,129,182,149,202,135,132
2495,129,184,147,203,134,131
2527,130,183,147,201,135,133
2557,129,182,148,201,135,131
2588,129,183,146,202,134,132
2620,129,183,148,201,135,132
