10,184,203,178,225,138,119
20,184,204,178,226,138,119
36,184,203,178,225,138,120
66,184,203,178,225,138,120
95,186,203,179,225,138,120
123,184,203,177,226,139,118
154,185,203,178,226,138,120
184,184,205,178,226,136,120
215,186,204,178,228,136,120
244,187,204,180,229,138,123
275,189,205,180,231,140,129
305,192,208,180,234,142,139
335,193,212,180,235,146,158
365,196,216,179,236,147,181
396,196,218,178,236,150,198
425,198,219,177,237,151,212
455,201,220,176,237,150,223
486,205,221,175,239,151,231
516,210,221,174,240,150,235
546,213,222,174,242,151,238
576,216,222,173,243,153,239
607,218,221,168,242,156,240
636,219,216,161,243,159,241
667,222,210,152,243,157,241
697,225,204,138,242,147,241
727,228,198,126,239,136,240
757,230,189,115,225,122,240
787,232,181,107,208,115,240
818,233,172,98,182,106,240
847,233,161,92,168,102,239
878,234,152,86,145,97,239
908,235,142,82,122,91,237
939,234,133,77,109,82,236
968,234,128,74,103,76,236
999,235,123,71,99,73,237
1029,235,121,72,99,71,235
1059,236,119,72,96,72,235
1091,236,117,71,98,69,236
1122,235,119,70,98,68,236
1153,235,118,70,97,69,235
1181,235,119,70,97,69,237
1211,236,119,70,97,69,235
1240,235,119,70,99,69,236
1269,235,120,71,98,70,236
1298,235,119,69,99,69,236
1328,236,119,69,99,70,236
1355,235,119,69,98,71,236
1384,235,120,70,99,70,235
1414,235,120,69,99,71,235
1441,235,121,68,98,70,236
1470,234,121,69,100,70,236
1498,234,120,68,100,71,236
1527,235,121,69,101,71,236
1556,235,120,69,101,72,237
1585,235,120,70,100,71,236
1614,233,121,69,99,73,235
1643,233,121,70,100,73,235
1673,235,122,70,101,74,235
1701,234,122,70,101,73,235
1731,235,123,71,101,74,235
1760,234,124,69,102,72,236
1788,234,123,71,102,73,236
1818,235,123,71,102,75,235
1847,234,124,71,101,74,235
1876,234,124,71,102,75,234
1905,234,125,71,102,75,234
1935,233,125,70,103,75,235
1964,233,125,70,105,74,235
1993,233,126,70,105,74,235
2022,234,126,71,104,75,236
2051,234,125,71,103,75,236
2080,234,125,72,102,76,235
2109,234,126,70,104,76,235
2139,234,126,73,103,77,235
2167,234,126,71,104,77,235
2197,234,126,72,105,76,235
2226,233,126,70,104,75,235
2254,233,128,71,103,75,235
2284,235,126,71,104,75,236
2313,234,126,71,105,76,234
2342,234,126,73,104,78,234
2371,233,126,72,105,77,234
