207,138,186,146,184,125,108
238,138,183,144,181,121,111
268,138,180,140,174,116,111
299,140,179,138,171,113,114
328,138,177,135,168,116,117
359,140,176,131,165,112,119
389,140,174,129,162,114,120
419,141,175,128,161,112,122
449,141,174,125,158,112,122
479,141,169,123,156,113,124
509,141,167,121,154,111,122
539,140,165,118,153,109,124
570,140,162,116,152,111,125
600,139,162,116,151,109,120
630,138,160,117,149,107,112
660,137,157,115,147,110,108
691,136,157,114,142,104,98
719,136,161,113,140,105,97
748,135,161,111,137,103,96
778,136,162,109,133,98,93
805,135,165,109,129,97,92
834,135,171,108,131,97,95
862,139,171,111,133,99,96
890,138,173,114,135,100,100
920,139,167,117,137,101,102
950,137,155,120,140,102,106
980,139,146,120,144,100,106
1010,140,140,121,148,97,104
1041,138,136,121,149,95,107
1071,139,130,117,150,92,107
1101,140,128,116,150,90,108
1131,139,134,116,152,90,109
1162,140,135,117,151,87,111
1191,138,135,115,152,86,112
1222,138,135,114,152,87,111
1252,136,130,112,149,81,110
1282,136,124,109,145,79,109
1312,135,122,110,139,73,106
1342,134,124,110,135,69,103
1373,136,130,111,128,67,101
1402,136,135,111,127,65,101
1433,138,138,113,127,68,100
1463,138,140,114,125,66,104
1494,136,143,113,124,67,105
1523,137,144,116,123,68,105
1554,138,145,117,123,69,104
1584,140,144,117,123,69,105
1613,138,142,117,122,71,102
1644,138,140,116,122,71,103
1674,139,140,117,122,70,103
1704,138,143,116,125,72,104
1734,139,142,116,127,72,104
1765,139,143,118,127,70,105
1795,139,142,116,126,72,104
1825,140,143,116,127,72,104
1855,138,144,119,129,74,104
1886,140,142,118,129,72,105
1915,140,142,119,128,73,107
1945,139,142,119,129,73,107
1976,138,143,119,128,72,105
2006,139,143,118,131,71,107
2036,138,146,116,129,74,105
2066,138,144,118,129,73,107
2097,140,144,117,129,73,106
2126,140,145,118,129,74,105
2157,140,145,118,130,74,105
2187,139,145,118,128,72,106
2217,139,146,118,129,73,105
2247,138,145,119,129,71,106
2277,139,144,118,130,73,104
2308,139,144,118,128,73,105
2337,138,145,118,129,71,105
2368,139,144,119,128,72,106
2398,138,144,119,130,73,106
2428,139,146,119,129,73,106
2458,139,146,118,131,72,105
2489,140,145,119,130,73,107
2519,138,145,119,130,72,107
2549,139,146,119,129,72,107
2579,139,147,119,130,74,108
2609,140,145,120,129,72,106
2639,138,144,117,130,72,105
2669,138,147,119,130,72,107
2700,138,146,118,130,72,106
2729,139,144,118,130,73,106
2760,141,146,120,130,73,107
2790,140,146,119,130,73,108
2821,141,146,119,130,72,106
2850,140,145,121,129,73,106
2880,139,146,119,130,74,107
2911,139,145,120,131,74,108
2940,140,146,119,131,73,105
2971,140,146,120,130,74,108
3001,139,146,119,131,74,105
3032,138,146,121,131,74,105
3061,139,147,119,131,74,107
3092,140,146,120,132,73,105
3122,140,145,120,132,74,107
3152,139,147,120,131,75,105
3182,139,146,122,132,74,109
3212,140,145,121,133,74,105
3243,140,145,121,131,74,108
3272,140,145,120,131,74,107
3303,139,145,121,132,73,107
3333,139,145,120,132,73,106
3363,140,146,119,132,74,105
3393,140,146,120,132,75,105
3424,140,144,119,134,74,105
3453,140,147,122,132,75,106
3484,138,144,120,132,73,105
