147,146,185,148,197,153,135
178,149,177,149,196,155,135
207,148,170,150,197,153,134
238,152,146,150,199,154,134
268,148,156,147,199,154,129
299,150,152,150,200,152,128
328,146,150,151,200,153,121
359,148,148,154,203,153,115
389,145,147,153,204,152,108
419,146,148,155,204,153,108
449,141,142,155,203,154,100
479,143,147,158,204,151,92
508,139,145,159,204,150,92
537,139,142,159,204,150,91
567,135,137,161,203,150,93
595,133,149,161,204,149,81
625,133,143,160,204,153,78
654,128,140,159,205,153,72
683,128,138,159,204,156,69
712,121,130,157,205,156,64
741,120,127,158,204,157,63
771,115,121,159,203,158,64
799,111,118,161,203,145,65
829,108,116,161,208,143,67
858,106,115,163,207,155,73
887,108,113,163,204,155,72
916,110,114,153,181,126,70
945,113,115,118,155,94,70
973,117,116,96,144,77,63
1000,117,117,90,143,70,65
1029,119,117,87,141,68,64
1056,122,117,86,137,68,67
1085,136,113,84,133,59,95
1113,140,112,82,126,57,133
1141,123,120,81,120,57,161
1171,135,149,78,118,59,165
1200,137,162,76,115,60,167
1229,133,164,73,113,61,168
1258,135,156,71,110,64,166
1288,135,148,69,109,64,168
1316,136,139,67,110,64,168
1345,134,135,69,108,64,172
1375,134,129,69,111,65,175
1403,132,129,68,109,63,180
1433,131,127,67,109,65,186
1462,132,123,66,109,64,187
1491,130,118,64,110,66,191
1520,129,117,64,111,64,192
1549,131,114,64,109,64,193
1579,130,117,63,108,63,193
1607,131,116,64,107,63,193
1637,133,117,64,108,63,196
1666,133,118,66,107,63,193
1695,134,117,64,107,63,192
1724,135,116,65,106,63,196
1754,135,116,66,107,64,192
1782,134,118,65,107,63,197
1811,136,117,65,106,63,196
1841,136,117,65,109,63,193
1869,136,119,64,108,64,195
1899,136,120,66,109,63,196
1928,136,119,65,108,62,193
1957,136,120,66,107,64,195
1986,137,120,64,109,65,194
2015,136,121,66,109,65,195
2044,136,120,65,108,65,194
2073,136,120,67,108,64,195
2103,137,121,65,110,65,192
2131,137,121,65,106,65,195
2161,137,121,66,109,64,193
2190,137,121,66,110,66,193
2220,137,120,66,111,64,194
2248,137,120,66,110,66,193
2277,137,120,67,109,66,192
2307,136,120,65,111,65,193
2335,135,118,66,110,65,192
2365,135,120,66,109,66,195
2394,136,121,66,112,66,190
2423,136,120,67,111,65,191
2452,135,122,68,112,66,195
2481,136,121,66,111,66,192
2510,135,122,67,112,65,193
2539,136,120,67,111,67,192
2569,137,120,66,111,66,191
2597,136,121,66,111,67,195
2627,135,121,67,111,67,191
2656,135,121,67,111,67,193
2685,138,120,67,110,65,192
