59,174,200,161,189,116,121
89,173,198,159,184,112,122
117,173,197,154,180,112,120
147,174,196,155,180,112,122
178,174,195,153,178,113,121
207,174,193,153,177,113,121
238,174,194,152,175,112,122
268,174,192,153,175,113,121
299,174,193,150,174,112,121
328,174,191,152,172,112,121
359,172,189,152,175,114,122
389,171,188,151,172,113,121
419,169,183,149,173,113,118
449,165,178,148,171,116,115
479,162,170,148,171,111,116
509,162,165,143,167,111,113
539,160,160,141,168,107,111
570,161,157,140,166,104,113
600,160,155,138,166,105,112
630,162,151,133,162,102,112
660,159,148,129,158,98,111
690,158,146,125,156,97,112
718,159,146,124,154,94,110
747,159,145,121,152,96,111
777,159,145,118,150,94,111
805,159,146,116,149,96,110
835,159,146,112,145,95,111
864,160,143,109,141,90,110
893,158,142,108,138,84,110
922,157,136,106,134,83,105
952,150,132,103,131,81,105
980,146,132,99,127,79,108
1008,142,132,98,125,77,107
1038,137,132,100,123,75,108
1068,132,133,97,121,74,107
1097,129,134,97,124,74,108
1126,130,134,98,123,75,109
1156,131,135,96,121,76,111
1184,128,135,99,119,73,109
1213,127,136,96,119,69,113
1243,128,135,95,118,71,110
1271,125,135,98,117,71,116
1301,126,136,96,119,70,113
1330,126,135,96,117,73,112
1359,127,134,94,116,72,112
1388,126,135,95,119,72,114
1418,126,136,95,117,73,110
1446,126,136,96,117,71,111
1475,126,136,95,118,73,115
1505,126,136,94,119,72,114
1533,126,138,95,119,73,115
1563,125,136,96,118,73,113
1592,127,139,97,120,74,115
1622,128,139,96,118,72,115
1650,128,139,95,120,72,114
1679,129,137,96,121,71,113
1709,128,137,96,121,74,115
1737,130,140,97,121,75,113
1767,128,140,95,123,74,114
1796,129,139,97,122,74,115
1825,129,140,98,122,74,116
1854,130,140,96,121,73,115
1884,130,139,96,123,72,115
1912,129,140,98,122,74,114
1941,129,140,97,122,75,115
1971,130,140,97,124,73,115
1999,130,139,97,123,75,116
2029,129,141,99,123,73,114
2058,130,140,98,124,75,114
2087,130,141,98,122,73,116
2116,130,139,99,124,74,113
2145,130,141,98,124,72,113
2174,131,141,97,124,74,114
2203,131,142,97,125,74,114
2233,131,141,97,124,75,115
2262,131,142,99,123,73,114
2291,131,140,99,125,77,115
2320,131,142,97,123,74,114
